1685405621.970596449,-1.2346,3.2123,0,0,0,0.899913,0.436069
1685405633.237224831,-3.33717,4.38797,0,0,0,-0.999129,0.0417198
1685405655.167255292,-6.18225,3.09926,0,0,0,-0.784623,0.619973
1685405661.781380973,-6.47073,2.19109,0,0,0,-0.688141,0.725577
1685405668.476836413,-6.47582,1.18401,0,0,0,-0.514831,0.857292
1685405673.973119863,-6.24713,0.218987,0,0,0,-0.169717,0.985493
1685405679.946923943,-5.48913,-0.221031,0,0,0,-0.0646403,0.997909
1685405685.65101026,-4.23102,-0.347377,0,0,0,-0.041927,0.999121
1685405690.293066667,-2.71266,-0.493032,0,0,0,-0.000890291,1
1685405697.243982921,-2.16981,-0.563998,0,0,0,-0.00720491,0.999974
1685405701.51733991,-1.35594,-0.646824,0,0,0,0.00326204,0.999995
1685405704.543053556,-0.748397,-0.673091,0,0,0,0.0116107,0.999933
1685405708.223263709,-0.0687135,-0.665443,0,0,0,0.00147424,0.999999
1685405712.965273510,0.504911,-0.619567,0,0,0,0.00331641,0.999995
