1685364189,0.397674,-0.624258,0,0,0,-0.117515,0.993071,,,,,
1685364189,0.483598,-0.6194250097,0,0,0,-0.117515,0.993071,,,,,
1685364190,0.724002,-0.6059029412,0,0,0,-0.117515,0.993071,,,,,
1685364190,1.03728,-0.5882819093,0,0,0,-0.109071,0.994034,,,,,
1685364190,1.35978,-0.570142165,0,0,0,-0.0174116,0.999848,,,,,
1685364190,1.79276,-0.5457882225,0,0,0,-0.0279966,0.999608,,,,,
1685364191,2.15355,-0.5254947703,0,0,0,0.018585,0.999827,,,,,
1685364191,2.61614,-0.4994753461,0,0,0,0.0374041,0.9993,,,,,
1685364191,3.02836,-0.4762890969,0,0,0,0.0307962,0.999526,,,,,
1685364191,3.44501,-0.4528536723,0,0,0,0.0307962,0.999526,,,,,
1685364192,3.7974,-0.4330326971,0,0,0,0.029052,0.999578,,,,,
1685364192,4.33205,-0.4029600948,0,0,0,0.0168619,0.999858,,,,,
1685364192,4.87538,-0.3723992661,0,0,0,0.0256125,0.999672,,,,,
1685364192,5.49192,-0.3377205749,0,0,0,0.040228,0.999191,,,,,
1685364193,6.07914,-0.3046910536,0,0,0,0.085694,0.996322,,,,,
1685364193,6.64657,-0.2727746657,0,0,0,0.158246,0.9874,,,,,
1685364193,7.20172,-0.2415489943,0,0,0,0.182174,0.983266,,,,,
1685364193,7.72211,-0.212278478,0,0,0,0.184499,0.982833,,,,,
1685364194,8.19023,-0.1859480065,0,0,0,0.241129,0.970493,,,,,
1685364194,8.75996,-0.1539022499,0,0,0,0.2607,0.96542,,,,,
1685364194,8.76,-0.1539,0,0,0,0.199578,0.979882,,,,,
1685364194,9.77461,0.7800181534,0,0,0,0.255706,0.966755,,,,,
1685364195,10.4109,1.365704064,0,0,0,0.293427,0.955981,,,,,
1685364195,11.0543,1.957934517,0,0,0,0.217958,0.975958,,,,,
1685364195,11.1,2,0,0,0,0.260313,0.965524,,,,,
1685364195,12.0781,2.15,0,0,0,0.255255,0.966874,,,,,
1685364196,12.7135,2.2926,0,0,0,0.290595,0.966874,,,,,
1685364196,13.5,2.58732,0,0,0,0.422363,0.906427,,,,,
1685364196,13.8,3.00149,0,0,0,0.646098,0.763255,,,,,
1685364196,13.8282,3.38354,0,0,0,0.745609,0.666384,,,,,
1685364197,13.7676,3.80629,0,0,0,0.860303,0.509783,,,,,
1685364197,13.3335,4.21484,0,0,0,0.974456,0.22458,,,,,
1685364197,12.8272,4.33284,0,0,0,0.988198,0.153184,,,,,
1685364197,12.1588,4.22429,0,0,0,0.997238,0.0742712,,,,,
1685364198,11.5892,4.11137,0,0,0,0.996852,-0.07929,,,,,
1685364198,11.0274,4.09206,0,0,0,0.997055,-0.0766906,,,,,
1685364198,10.5202,3.98624,0,0,0,0.994615,-0.103638,,,,,
1685364198,9.96811,3.79972,0,0,0,0.986365,-0.164573,,,,,
1685364199,9.39948,3.5954,0,0,0,0.977851,-0.209304,,,,,
1685364199,8.88723,3.25528,0,0,0,0.935208,-0.3541,,,,,
1685364199,8.37618,3.01424,0,0,0,0.95778,-0.287501,,,,,
1685364199,8.00991,2.497555,0,0,0,0.946885,-0.321572,,,0.23501,,2.61506
1685364200,7.71092,2.29709,0,0,0,0.94542,-0.325854,,x,-0.16592,,2.21413
1685364200,7.26692,2.15546,0,0,0,0.983667,-0.179997,,,-0.44918,,1.93087
1685364200,6.80798,2.10058,0,0,0,0.998968,0.0454198,,,-0.55894,,1.82111
1685364200,6.31846,2.17753,0,0,0,0.950564,0.310527,,,-0.40504,,1.97501
1685364201,6.04936,2.38005,0,0,0,0.823721,0.566995,,,0,,2.38005
1685364201,6.1528,2.89354,0,0,0,0.83506,0.550159,,x,,,
