1685364189,0.397674,-0.624258,0,0,0,-0.117515,0.993071,,,,,
1685364189,0.483598,-0.6196940805,0,0,0,-0.117515,0.993071,,,,,
1685364190,0.724002,-0.6069248366,0,0,0,-0.117515,0.993071,,,,,
1685364190,1.03728,-0.5902848341,0,0,0,-0.109071,0.994034,,,,,
1685364190,1.35978,-0.5731549979,0,0,0,-0.0174116,0.999848,,,,,
1685364190,1.79276,-0.5501569314,0,0,0,-0.0279966,0.999608,,,,,
1685364191,2.15355,-0.5309932923,0,0,0,0.018585,0.999827,,,,,
1685364191,2.61614,-0.5064224677,0,0,0,0.0374041,0.9993,,,,,
1685364191,3.02836,-0.4845270846,0,0,0,0.0307962,0.999526,,,,,
1685364191,3.44501,-0.4623963986,0,0,0,0.0307962,0.999526,,,,,
1685364192,3.7974,-0.443678932,0,0,0,0.029052,0.999578,,,,,
1685364192,4.33205,-0.415280585,0,0,0,0.0168619,0.999858,,,,,
1685364192,4.87538,-0.386421193,0,0,0,0.0256125,0.999672,,,,,
1685364192,5.49192,-0.3536731955,0,0,0,0.040228,0.999191,,,,,
1685364193,6.07914,-0.3224825524,0,0,0,0.085694,0.996322,,,,,
1685364193,6.64657,-0.2923430704,0,0,0,0.158246,0.9874,,,,,
1685364193,7.20172,-0.2628558501,0,0,0,0.182174,0.983266,,,,,
1685364193,7.72211,-0.235214934,0,0,0,0.184499,0.982833,,,,,
1685364194,8.19023,-0.2103503792,0,0,0,0.241129,0.970493,,,,,
1685364194,8.75996,-0.1800887309,0,0,0,0.2607,0.96542,,,,,
1685364194,9.25301,-0.1539,0,0,0,0.199578,0.979882,,,,,
1685364194,9.77461,0.3435889142,0,0,0,0.255706,0.966755,,,,,
1685364195,10.4109,0.9504662554,0,0,0,0.293427,0.955981,,,,,
1685364195,11.0543,1.564124935,0,0,0,0.217958,0.975958,,,,,
1685364195,11.5113,2,0,0,0,0.260313,0.965524,,,,,
1685364195,12.0781,2.15,0,0,0,0.255255,0.966874,,,,,
1685364196,12.7135,2.2926,0,0,0,0.290595,0.966874,,,,,
1685364196,13.5,2.58732,0,0,0,0.422363,0.906427,,,,,
1685364196,13.8,3.00149,0,0,0,0.646098,0.763255,,,,,
1685364196,13.8282,3.38354,0,0,0,0.745609,0.666384,,,,,
1685364197,13.7676,3.80629,0,0,0,0.860303,0.509783,,,,,
1685364197,13.3335,4.21484,0,0,0,0.974456,0.22458,,,,,
1685364197,12.8272,4.33284,0,0,0,0.988198,0.153184,,,,,
1685364197,12.1588,4.22429,0,0,0,0.997238,0.0742712,,,,,
